time (UTC),latitude (degrees_north),longitude (degrees_east),date_utc,primary_sample_unit,station_nr,sample_depth (m),habitat_cd,habitat_type,depth_strat,depth_strat_description,sub_region,sub_region_name_description,admin,administration_description,scientific_name,common_name,len (cm),num,time_seen,strat,strat_description
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Scorpaena plumieri,spotted scorpionfish,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Epinephelus adscensionis,rock hind,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Cephalopholis cruentata,graysby,8.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Cephalopholis cruentata,graysby,14.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Cephalopholis cruentata,graysby,23.0,2.0,2,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Cephalopholis fulva,coney,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Epinephelus guttatus,red hind,22.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Epinephelus guttatus,red hind,32.0,0.0,2,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Epinephelus morio,red grouper,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Epinephelus striatus,Nassau grouper,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Epinephelus striatus,Nassau grouper,28.0,0.0,2,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Hypoplectrus chlorurus,yellowtail hamlet,6.0,2.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Hypoplectrus chlorurus,yellowtail hamlet,7.0,2.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Hypoplectrus chlorurus,yellowtail hamlet,8.0,2.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Hypoplectrus gemma,blue hamlet,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Hypoplectrus guttavarius,shy hamlet,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Hypoplectrus hybrid,hybrid hamlet,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Hypoplectrus indigo,indigo hamlet,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Hypoplectrus nigricans,black hamlet,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Hypoplectrus nigricans,black hamlet,6.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Hypoplectrus nigricans,black hamlet,9.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Hypoplectrus nigricans,black hamlet,11.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Hypoplectrus puella,barred hamlet,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Hypoplectrus puella,barred hamlet,7.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Hypoplectrus tann,tan hamlet,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Hypoplectrus unicolor,butter hamlet,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Hypoplectrus unicolor,butter hamlet,5.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Mycteroperca bonaci,black grouper,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Mycteroperca interstitialis,yellowmouth grouper,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Mycteroperca venenosa,yellowfin grouper,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Paranthias furcifer,Atlantic creolefish,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Rypticus saponaceus,greater soapfish,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Serranus baldwini,lantern bass,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Serranus tabacarius,tobaccofish,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Serranus tigrinus,harlequin bass,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Serranus tortugarum,chalk bass,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Calamus bajonado,jolthead porgy,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Calamus bajonado,jolthead porgy,45.0,0.0,2,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Calamus calamus,saucereye porgy,14.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Calamus calamus,saucereye porgy,28.0,0.0,2,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Calamus calamus,saucereye porgy,30.0,1.0,2,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Calamus calamus,saucereye porgy,35.0,0.0,2,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Calamus penna,sheepshead porgy,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Sphyraena barracuda,great barracuda,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Sphyraena barracuda,great barracuda,45.0,0.0,3,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Synodus foetens,inshore lizardfish,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Synodus intermedius,sand diver,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Synodus intermedius,sand diver,18.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Canthigaster rostrata,sharpnose puffer,3.0,3.0,3,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Chilomycterus antennatus,bridled burrfish,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Diodon holocanthus,balloonfish,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Diodon hystrix,porcupinefish,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Sphoeroides spengleri,bandtail puffer,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Nes longus,orangespotted goby,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Priolepis hipoliti,rusty goby,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Bodianus pulchellus,spotfin hogfish,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Halichoeres cyanocephalus,yellowcheek wrasse,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Rhomboplites aurorubens,vermilion snapper,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Mycteroperca tigris,tiger grouper,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Diplodus argenteus,silver porgy,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Sphyraena picudilla,southern sennet,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Chilomycterus schoepfii,striped burrfish,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Sphoeroides testudineus,checkered puffer,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Remora remora,remora,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Euthynnus alletteratus,little tunny,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Calamus nodosus,knobbed porgy,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Eucinostomus gula,silver jenny,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Ctenogobius saepepallens,dash goby,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Anchoa lyolepis,dusky anchovy,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Caranx lugubris,black jack,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Carcharhinus perezii,reef shark,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Apogon townsendi,belted cardinalfish,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Acanthemblemaria maria,secretary blenny,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Coryphopterus lipernes,peppermint goby,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Halichoeres caudalis,painted wrasse,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Schultzea beta,school bass,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Labrisomus filamentosus,quillfin blenny,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Heteroconger longissimus,brown garden eel,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Malacoctenus aurolineatus,goldline blenny,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Gramma loreto,fairy basslet,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Rypticus maculatus,whitespotted soapfish,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Pterois volitans,red lionfish,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,Chloroscombus chrysurus,Atlantic bumper,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
2017-08-03T00:00:00Z,18.34387,-64.79642,2017-08-03T00:00:00Z,6352,1,21.9,PTRF,Patch reef (Aggregate and individual),DEEP,deep (12-30 m),STJ,St. John,VIIS,Virgin Islands National Park,blenny species,blenny species,0.0,0.0,1,PTRF_DEEP,Patch reef (Aggregate and individual) deep
